unique_key,complaint_type,complaint_description,owning_department,source,status,status_change_date,created_date,last_update_date,close_date,incident_address,street_number,street_name,city,incident_zip,county,state_plane_x_coordinate,state_plane_y_coordinate,latitude,longitude,location,council_district_code,map_page,map_tile
19-00059300,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2019-02-20 15:31:14 UTC,2019-02-17 10:23:37 UTC,2019-02-20 15:31:15 UTC,2019-02-20 15:31:14 UTC,"LAYNE LOOP & LONG HOLLOW LOOP, AUSTIN, TX",,LAYNE LOOP & LONG HOLLOW LOOP,AUSTIN,78641,TRAVIS,3037223.55244314,10185058.9967211,30.58699415,-97.97928387,"(30.58699415, -97.97928387)",,309U,WX49
19-00059327,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2019-02-20 15:25:29 UTC,2019-02-17 10:54:03 UTC,2019-02-20 15:25:29 UTC,2019-02-20 15:25:29 UTC,"SUMMIT VIEW DR & LONG HOLLOW TRL, AUSTIN, TX 78641",,SUMMIT VIEW DR & LONG HOLLOW TRL,AUSTIN,78641,TRAVIS,3037910.82290880,10185178.1173464,30.58728161,-97.97709209,"(30.58728161, -97.97709209)",,309U,WX49
19-00099517,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2019-03-22 07:40:48 UTC,2019-03-21 11:30:18 UTC,2019-03-22 07:40:47 UTC,2019-03-22 07:40:48 UTC,"24801 RANCH RD, AUSTIN, TX 78641",24801,RANCH,AUSTIN,78641,TRAVIS,3038583.74308173,10185843.7859221,30.58907232,-97.97490906,"(30.58907232, -97.97490906)",,309U,WX49
19-00124201,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2019-04-09 12:38:45 UTC,2019-04-09 10:41:17 UTC,2019-04-09 12:38:45 UTC,2019-04-09 12:38:45 UTC,"24401 SHEEP HOLLOW TRL, AUSTIN, TX 78641",24401,SHEEP HOLLOW,AUSTIN,78641,TRAVIS,3040169.50268568,10184379.9974952,30.58495585,-97.96996912,"(30.58495585, -97.96996912)",,309U,WX49
18-00241824,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2018-07-26 10:37:50 UTC,2018-07-26 10:37:50 UTC,2018-07-26 10:37:50 UTC,,"15263 FAUBION TRL, LEANDER, TX 78641",15263,FAUBION,LEANDER,78641,TRAVIS,3043565.75281911,10185829.9996685,30.58874305,-97.95907964,"(30.58874305, -97.95907964)",,309V,WX49
18-00093837,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2018-04-02 08:22:26 UTC,2018-04-02 08:22:26 UTC,2018-04-02 08:22:26 UTC,,14700 CHAPARRAL DR TX 78641,14700,CHAPARRAL,,78641,TRAVIS,3040817.75019526,10185407.9978857,30.58774393,-97.96783993,"(30.58774393, -97.96783993)",,309V,WX49
15-00002751,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2015-01-06 12:13:20 UTC,2015-01-05 15:17:26 UTC,2015-01-06 11:15:54 UTC,2015-01-06 12:13:20 UTC,13821 LONG HOLLOW LOOP TX,13821,LONG HOLLOW,OTHER,78641,TRAVIS,3035454.51550852,10183938.8520553,30.58401769,-97.98498005,"(30.58401769, -97.98498005)",,309X,WW49
15-00211195,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2015-09-03 16:14:12 UTC,2015-09-03 16:14:12 UTC,2015-09-03 16:14:12 UTC,,"24411 COTTONWOOD DR, OTHER, TX 78641",24411,COTTONWOOD,OTHER,78641,TRAVIS,3039491.13240797,10183735.306933,30.58322321,-97.97216805,"(30.58322321, -97.97216805)",,309Y,WX49
18-00391113,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2018-11-14 16:41:00 UTC,2018-11-14 11:24:00 UTC,2018-11-14 16:41:00 UTC,2018-11-14 16:41:00 UTC,"23803 FULKES LN, LEANDER, TX 78641",23803,FULKES,LEANDER,78641,TRAVIS,3042702.525,10183289.33,30.58180942,-97.96199466,"(30.58180942, -97.96199466)",,309Z,WX49
14-00151539,ACLONAG,Loose Dog,Animal Services Office,Phone,Duplicate (closed),2014-07-23 08:59:00 UTC,2014-07-23 08:59:00 UTC,2014-08-25 19:08:00 UTC,2014-07-23 08:59:00 UTC,"23907 WINDY VALLEY DR, LEANDER, TX",23907,WINDY VALLEY,LEANDER,78641,TRAVIS,3042142.657,10182520.36,30.57972832,-97.96382556,"(30.57972832, -97.96382556)",,309Z,WX49
14-00151536,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-08-25 20:06:00 UTC,2014-07-23 08:56:00 UTC,2014-08-25 19:08:00 UTC,2014-08-25 20:06:00 UTC,"23906 WINDY VALLEY DR, LEANDER, TX",23906,WINDY VALLEY,LEANDER,78641,TRAVIS,3042137.542,10182560.03,30.57983768,-97.96383912,"(30.57983768, -97.96383912)",,309Z,WX49
14-00228685,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-10-24 09:13:03 UTC,2014-10-23 11:10:53 UTC,2014-10-24 08:15:22 UTC,2014-10-24 09:13:03 UTC,24012 YAUPON TRL TX,24012,YAUPON,OTHER,78641,TRAVIS,3041393.45358322,10182683.546112,30.58022078,-97.96619489,"(30.58022078, -97.96619489)",,309Z,WX49
17-00044201,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,,,,,SHEEP HOLLOW TRL & LONG HOLLOW TRL TX 78641,,SHEEP HOLLOW TRL & LONG HOLLOW TRL,,78641,TRAVIS,3040506.133,10183760.02,30.58323187,-97.9689414,"(30.58323187, -97.9689414)",,309Z,WX49
17-00224088,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2017-08-04 07:24:12 UTC,2017-08-04 07:24:12 UTC,2017-08-04 07:24:12 UTC,,"23907 FULKES LN, LEANDER, TX 78641",23907,FULKES,LEANDER,78641,TRAVIS,3042329.75303012,10183671.9972415,30.5828832,-97.96315314,"(30.5828832, -97.96315314)",,309Z,WX49
17-00170948,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2017-06-20 09:28:24 UTC,2017-06-20 09:28:24 UTC,2017-06-20 09:28:24 UTC,,"17004 ROUND MOUNTAIN RD, LEANDER, TX 78641",17004,ROUND MOUNTAIN,LEANDER,78641,TRAVIS,3051120.50110676,10192983.9993816,30.6079636,-97.93458433,"(30.6079636, -97.93458433)",,310C,
16-00281908,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-10-29 08:14:56 UTC,2016-10-24 13:37:30 UTC,2016-10-29 07:15:15 UTC,2016-10-29 08:14:56 UTC,"16501 LUCKY HIT RD, LEANDER, TX 78641",16501,LUCKY HIT,LEANDER,78641,TRAVIS,3049796.02130457,10190985.2872999,30.60254766,-97.93893043,"(30.60254766, -97.93893043)",,310F,
14-00100020,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-05-29 08:47:49 UTC,2014-05-25 09:49:09 UTC,2014-05-29 07:49:55 UTC,2014-05-29 08:47:49 UTC,"16670 ROUND MOUNTAIN RD, LEANDER, TX",16670,ROUND MOUNTAIN,LEANDER,78641,TRAVIS,3050705.38595339,10191206.0199814,30.6031006,-97.93602541,"(30.6031006, -97.93602541)",,310G,
16-00192839,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-07-28 07:42:17 UTC,2016-07-27 10:59:25 UTC,2016-07-28 06:45:00 UTC,2016-07-28 07:42:17 UTC,"GREAT OAKS BLVD & ROUND MOUNTAIN RD, LEANDER, TX 78641",,GREAT OAKS BLVD & ROUND MOUNTAIN RD,LEANDER,78641,TRAVIS,3051407.54061353,10189114.7570321,30.59731016,-97.93393736,"(30.59731016, -97.93393736)",,310L,WZ50
14-00018551,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2014-01-31 15:59:08 UTC,2014-01-31 15:59:08 UTC,2014-01-31 15:59:08 UTC,,"23000 GREAT OAKS BLVD, LEANDER, TX",23000,GREAT OAKS,LEANDER,78641,TRAVIS,3050695.65935805,10189365.7454264,30.59804232,-97.93618236,"(30.59804232, -97.93618236)",,310L,WZ50
14-00145911,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-08-25 19:37:00 UTC,2014-07-17 08:09:00 UTC,2014-08-25 18:39:00 UTC,2014-08-25 19:37:00 UTC,"22703 DIVIDE DR, LEANDER, TX",22703,DIVIDE,LEANDER,78641,TRAVIS,3052895.291,10189757.48,30.59898868,-97.9291655,"(30.59898868, -97.9291655)",,310L,WZ50
15-00009739,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2015-02-05 14:03:20 UTC,2015-01-16 10:36:28 UTC,2015-02-05 13:06:01 UTC,2015-02-05 14:03:20 UTC,"16218 ROUND MOUNTAIN RD, LEANDER, TX",16218,ROUND MOUNTAIN,LEANDER,78641,TRAVIS,3051026.82463714,10188474.4398096,30.59557252,-97.93519106,"(30.59557252, -97.93519106)",,310Q,WZ50
15-00196424,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2015-08-18 17:33:50 UTC,2015-08-17 11:19:15 UTC,2015-08-18 16:33:44 UTC,2015-08-18 17:33:50 UTC,"3100 CR 280, LEANDER, TX",3100,280,LEANDER,78641,TRAVIS,3055449.2588769,10188330.9210881,30.5949151,-97.9211478,"(30.5949151, -97.9211478)",,310R,WZ50
17-00260320,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2017-09-04 09:11:32 UTC,2017-09-04 08:57:51 UTC,2017-09-04 09:11:32 UTC,2017-09-04 09:11:32 UTC,"418 MESA GRANDE DR, LEANDER, 78641",418,MESA GRANDE,LEANDER,78641,TRAVIS,3055012.90332803,10187024.6054806,30.5913501,-97.92262436,"(30.5913501, -97.92262436)",,310R,WZ50
15-00202860,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2015-08-25 10:13:40 UTC,2015-08-24 17:00:16 UTC,2015-08-25 09:14:01 UTC,2015-08-25 10:13:40 UTC,"15507 ROUND MOUNTAIN RD, LEANDER, TX 78641",15507,ROUND MOUNTAIN,LEANDER,78641,TRAVIS,3049664.81250898,10184993.2283623,30.58608343,-97.9397572,"(30.58608343, -97.9397572)",,310T,WY49
18-00040181,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2018-02-12 07:58:06 UTC,2018-02-11 07:34:30 UTC,2018-02-12 07:58:06 UTC,2018-02-12 07:58:06 UTC,10709 COW CREEK RD TX 78654,10709,COW CREEK,,78654,TRAVIS,3017201.61043374,10172165.4392711,30.5526986,-98.04374669,"(30.5526986, -98.04374669)",,337V,
14-00151528,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-08-25 20:06:00 UTC,2014-07-23 08:52:00 UTC,2014-08-25 19:08:00 UTC,2014-08-25 20:06:00 UTC,"23700 WINDY VALLEY DR, LEANDER, TX",23700,WINDY VALLEY,LEANDER,78641,TRAVIS,3042989.886,10181967.0,30.57815751,-97.96117124,"(30.57815751, -97.96117124)",,339D,WX48
14-00151518,ACLONAG,Loose Dog,Animal Services Office,Phone,Duplicate (closed),2014-07-23 08:48:00 UTC,2014-07-23 08:48:00 UTC,2014-08-25 19:08:00 UTC,2014-07-23 08:48:00 UTC,"23609 WINDY VALLEY DR, LEANDER, TX",23609,WINDY VALLEY,LEANDER,78641,TRAVIS,3043379.99,10181757.51,30.57755875,-97.95994603,"(30.57755875, -97.95994603)",,339D,WX48
14-00151510,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-08-25 20:06:00 UTC,2014-07-23 08:43:00 UTC,2014-08-25 19:08:00 UTC,2014-08-25 20:06:00 UTC,"23601 WINDY VALLEY DR, LEANDER, TX",23601,WINDY VALLEY,LEANDER,78641,TRAVIS,3043429,10181651.0,30.57726307,-97.95979754,"(30.57726307, -97.95979754)",,339D,WX48
19-00305770,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2019-08-13 08:13:10 UTC,2019-08-11 16:55:57 UTC,2019-08-13 08:13:11 UTC,2019-08-13 08:13:10 UTC,"23508 WINDY VALLEY RD, LEANDER, TX 78641",23508,WINDY VALLEY,LEANDER,78641,TRAVIS,3043567.29260684,10181976.3794841,30.57814942,-97.9593361,"(30.57814942, -97.9593361)",,339D,WX48
18-00358187,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2018-10-23 06:56:00 UTC,2018-10-22 08:26:00 UTC,2018-10-23 06:56:00 UTC,2018-10-23 06:56:00 UTC,"23614 WINDY VALLEY RD, AUSTIN, TX 78641",23614,WINDY VALLEY,AUSTIN,78641,TRAVIS,3043003.131,10182017.31,30.57829503,-97.96112575,"(30.57829503, -97.96112575)",,339D,WX48
14-00145951,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-08-25 19:37:00 UTC,2014-07-17 08:49:00 UTC,2014-08-25 18:39:00 UTC,2014-08-25 19:37:00 UTC,23200 SUNNY OAK LN TX,23200,SUNNY OAK,OTHER,78641,TRAVIS,3043551.561,10178793.97,30.56940195,-97.95960187,"(30.56940195, -97.95960187)",,339H,WX48
14-00224818,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-10-23 08:37:54 UTC,2014-10-18 12:33:23 UTC,2014-10-23 07:40:13 UTC,2014-10-23 08:37:54 UTC,23213 SUNNY OAK LN TX,23213,SUNNY OAK,OTHER,78641,TRAVIS,3043438.77140105,10178796.9807732,30.56941685,-97.95995998,"(30.56941685, -97.95995998)",,339H,WX48
14-00219861,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-10-19 16:29:30 UTC,2014-10-12 16:56:40 UTC,2014-10-19 15:31:48 UTC,2014-10-19 16:29:30 UTC,23213 SUNNY OAK LN TX,23213,SUNNY OAK,OTHER,78641,TRAVIS,3043438.77140105,10178796.9807732,30.56941685,-97.95995998,"(30.56941685, -97.95995998)",,339H,WX48
14-00205902,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-09-26 13:52:39 UTC,2014-09-26 07:29:02 UTC,2014-09-26 12:54:52 UTC,2014-09-26 13:52:39 UTC,23213 SUNNY OAK LN TX,23213,SUNNY OAK,OTHER,78641,TRAVIS,3043438.77140105,10178796.9807732,30.56941685,-97.95995998,"(30.56941685, -97.95995998)",,339H,WX48
14-00050401,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-04-04 18:23:52 UTC,2014-03-22 17:56:03 UTC,2014-04-04 17:25:55 UTC,2014-04-04 18:23:52 UTC,23205 SUNNY OAK LN TX,23205,SUNNY OAK,,78641,TRAVIS,3043432.48999999,10178583.99,30.56883171,-97.95999437,"(30.56883171, -97.95999437)",,339H,WX48
14-00024810,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-02-12 12:43:49 UTC,2014-02-11 15:51:14 UTC,2014-02-12 11:45:49 UTC,2014-02-12 12:43:49 UTC,23205 SUNNY OAK LN TX,23205,SUNNY OAK,,78641,TRAVIS,3043432.48999999,10178583.99,30.56883171,-97.95999437,"(30.56883171, -97.95999437)",,339H,WX48
14-00152461,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-08-25 20:07:00 UTC,2014-07-24 08:32:00 UTC,2014-08-25 19:09:00 UTC,2014-08-25 20:07:00 UTC,23205 SUNNY OAK LN TX,23205,SUNNY OAK,,78641,TRAVIS,3043432.49,10178583.99,30.56883171,-97.95999437,"(30.56883171, -97.95999437)",,339H,WX48
14-00024069,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-02-10 15:34:03 UTC,2014-02-10 13:52:39 UTC,2014-02-10 14:36:03 UTC,2014-02-10 15:34:03 UTC,23205 SUNNY OAK LN TX,23205,SUNNY OAK,,78641,TRAVIS,3043432.48999999,10178583.99,30.56883171,-97.95999437,"(30.56883171, -97.95999437)",,339H,WX48
15-00259064,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2015-11-01 08:51:34 UTC,2015-10-30 15:23:34 UTC,2015-11-01 07:51:45 UTC,2015-11-01 08:51:34 UTC,23207 SPANISH OAK TRL TX 78641,23207,SPANISH OAK,,78641,TRAVIS,3042819.59210477,10177829.8495545,30.56679453,-97.96199253,"(30.56679453, -97.96199253)",,339H,WX48
16-00318102,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-12-09 17:09:36 UTC,2016-12-07 12:51:27 UTC,2016-12-09 16:11:06 UTC,2016-12-09 17:09:36 UTC,"23205 WINDY VALLEY DR, LEANDER, TX 78641",23205,WINDY VALLEY,LEANDER,78641,TRAVIS,3044958.14473132,10180686.7034817,30.57452245,-97.95500478,"(30.57452245, -97.95500478)",,340A,WY48
16-00018685,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2016-01-26 12:03:00 UTC,2016-01-26 12:03:00 UTC,2016-01-26 12:04:17 UTC,,"23211 WINDY VALLEY DR, LEANDER, TX 78641",23211,WINDY VALLEY,LEANDER,78641,TRAVIS,3044841.09183289,10180851.4194902,30.57498213,-97.95536547,"(30.57498213, -97.95536547)",,340A,WY48
18-00004133,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2018-01-05 18:28:37 UTC,2018-01-05 12:11:00 UTC,2018-01-05 17:28:40 UTC,2018-01-05 18:28:37 UTC,"14401 ROUND MOUNTAIN RD, LEANDER, TX 78641",14401,ROUND MOUNTAIN,LEANDER,78641,TRAVIS,3046861.24211716,10180274.4072117,30.57327704,-97.94898669,"(30.57327704, -97.94898669)",,340A,WY48
17-00086788,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2017-04-06 11:02:55 UTC,2017-04-05 08:51:35 UTC,2017-04-06 11:02:55 UTC,2017-04-06 11:02:55 UTC,"14710 ROUND MOUNTAIN RD, LEANDER, TX 78641",14710,ROUND MOUNTAIN,LEANDER,78641,TRAVIS,3046975.00213412,10182079.9972808,30.57823386,-97.94850228,"(30.57823386, -97.94850228)",,340A,WY48
18-00426209,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2018-12-15 07:31:05 UTC,2018-12-14 10:00:28 UTC,2018-12-15 07:31:05 UTC,2018-12-15 07:31:05 UTC,"23205 WINDY VALLEY RD, LEANDER, TX 78641",23205,WINDY VALLEY,Leander,78641,TRAVIS,3045017.64699993,10180617.177947,30.57432782,-97.95482047,"(30.57432782, -97.95482047)",,340A,WY48
19-00275128,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2019-07-22 07:28:30 UTC,2019-07-20 10:12:34 UTC,2019-07-22 07:28:30 UTC,2019-07-22 07:28:30 UTC,"FULKES LN & ROUND MOUNTAIN RD, LEANDER, TX",,FULKES LN & ROUND MOUNTAIN RD,LEANDER,78641,TRAVIS,3047024.89208302,10180981.5775657,30.57521139,-97.9484186,"(30.57521139, -97.9484186)",,340A,WY48
14-00073109,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-04-23 13:28:23 UTC,2014-04-21 06:58:26 UTC,2014-04-23 12:30:28 UTC,2014-04-23 13:28:23 UTC,"14710 ROUND MOUNTAIN RD, LEANDER, TX",14710,ROUND MOUNTAIN,LEANDER,78641,TRAVIS,3047434.35442488,10181710.8668101,30.57719205,-97.94706801,"(30.57719205, -97.94706801)",,340B,WY48
16-00017932,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2016-01-25 13:30:25 UTC,2016-01-25 13:30:25 UTC,2016-01-25 13:30:25 UTC,,"22313 HONEYCOMB LN, LEANDER, TX 78641",22313,HONEYCOMB,LEANDER,78641,TRAVIS,3049974.20254192,10180740.3189498,30.57437399,-97.93906504,"(30.57437399, -97.93906504)",,340B,WY48
16-00044668,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2016-02-29 08:10:29 UTC,2016-02-29 08:10:29 UTC,2016-02-29 08:10:29 UTC,,"22214 HONEYCOMB CIR, LEANDER, TX 78641",22214,HONEYCOMB,LEANDER,78641,TRAVIS,3051453.25142078,10182102.9998548,30.57803235,-97.93427271,"(30.57803235, -97.93427271)",,340C,WZ48
14-00183145,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-09-06 08:22:10 UTC,2014-08-29 09:25:23 UTC,2014-09-06 07:24:21 UTC,2014-09-06 08:22:10 UTC,"15408 HONEYCOMB HOLW, LEANDER, TX",15408,HONEYCOMB,LEANDER,78641,TRAVIS,3054304.37385263,10181451.1230299,30.57607099,-97.92525919,"(30.57607099, -97.92525919)",,340D,WZ48
16-00067812,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-06-17 11:17:51 UTC,2016-03-25 11:25:37 UTC,2016-06-17 10:17:02 UTC,2016-06-17 11:17:51 UTC,"23013 BIG SANDY DR, LEANDER, TX 78641",23013,BIG SANDY,LEANDER,78641,TRAVIS,3044880.75022461,10179215.9985371,30.57048406,-97.95535056,"(30.57048406, -97.95535056)",,340E,WY48
16-00173303,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-12-26 12:12:54 UTC,2016-07-08 14:21:30 UTC,2016-12-26 12:12:54 UTC,2016-12-26 12:12:54 UTC,"22714 BIG SANDY DR, LEANDER, TX 78641",22714,BIG SANDY,LEANDER,78641,TRAVIS,3046727.0026111,10179182.9970076,30.57028469,-97.94948748,"(30.57028469, -97.94948748)",,340E,WY48
16-00202832,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-08-06 15:45:59 UTC,2016-08-06 13:36:34 UTC,2016-08-06 14:48:40 UTC,2016-08-06 15:45:59 UTC,"23013 BIG SANDY DR, LEANDER, TX 78641",23013,BIG SANDY,LEANDER,78641,TRAVIS,3044880.75022461,10179215.9985371,30.57048406,-97.95535056,"(30.57048406, -97.95535056)",,340E,WY48
14-00181515,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-08-27 12:12:37 UTC,2014-08-27 09:02:23 UTC,2014-08-27 11:14:46 UTC,2014-08-27 12:12:37 UTC,"BIG SANDY DR & PECAN HOLW, LEANDER, TX",,BIG SANDY DR & PECAN HOLW,LEANDER,78641,TRAVIS,3046683.77,10179013.57,30.56982149,-97.94963636,"(30.56982149, -97.94963636)",,340E,WY48
15-00044740,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2015-03-13 08:17:38 UTC,2015-03-08 17:25:06 UTC,2015-03-13 07:20:27 UTC,2015-03-13 08:17:38 UTC,"23015 BIG SANDY DR, LEANDER, TX",23015,BIG SANDY,LEANDER,78641,TRAVIS,3045566.21453109,10179485.7482535,30.57118529,-97.95315458,"(30.57118529, -97.95315458)",,340E,WY48
15-00137770,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2015-06-19 19:37:15 UTC,2015-06-18 21:45:21 UTC,2015-06-19 18:40:21 UTC,2015-06-19 19:37:15 UTC,"23101 BIG SANDY DR, LEANDER, TX",23101,BIG SANDY,LEANDER,78641,TRAVIS,3045075.27935652,10179370.1678576,30.57089643,-97.95472209,"(30.57089643, -97.95472209)",,340E,WY48
14-00267926,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-12-18 14:03:12 UTC,2014-12-14 12:40:16 UTC,2014-12-18 13:05:42 UTC,2014-12-18 14:03:12 UTC,14000 BIG SANDY CV TX,14000,BIG SANDY,LEANDER,78641,TRAVIS,3043945.48540574,10179824.1183311,30.5722107,-97.95828054,"(30.5722107, -97.95828054)",,340E,WY48
14-00267842,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-12-14 12:28:57 UTC,2014-12-14 10:39:19 UTC,2014-12-14 11:31:26 UTC,2014-12-14 12:28:57 UTC,14000 BIG SANDY CV TX,14000,BIG SANDY,LEANDER,78641,TRAVIS,3043945.48540574,10179824.1183311,30.5722107,-97.95828054,"(30.5722107, -97.95828054)",,340E,WY48
15-00098283,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2015-05-23 11:36:48 UTC,2015-05-09 16:01:12 UTC,2015-05-23 10:39:51 UTC,2015-05-23 11:36:48 UTC,23108 SUNNY OAK LN TX,23108,SUNNY OAK,LEANDER,78641,TRAVIS,3044150.07625449,10178439.3051203,30.56839186,-97.95772454,"(30.56839186, -97.95772454)",,340E,WY48
14-00195630,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-09-17 13:02:26 UTC,2014-09-14 13:00:22 UTC,2014-09-17 12:04:38 UTC,2014-09-17 13:02:26 UTC,23105 SUNNY OAK LN TX,23105,SUNNY OAK,,78641,TRAVIS,3043909.37,10178452.67,30.56844273,-97.95848831,"(30.56844273, -97.95848831)",,340E,WY48
15-00276247,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-06-17 11:17:45 UTC,2015-11-19 22:09:00 UTC,2016-06-17 10:16:56 UTC,2016-06-17 11:17:45 UTC,"23013 BIG SANDY DR, LEANDER, TX 78641",23013,BIG SANDY,LEANDER,78641,TRAVIS,3044880.75022461,10179215.9985371,30.57048406,-97.95535056,"(30.57048406, -97.95535056)",,340E,WY48
16-00014817,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2016-01-21 12:15:45 UTC,2016-01-21 12:15:45 UTC,2016-01-21 12:15:45 UTC,,"23013 BIG SANDY DR, LEANDER, TX 78641",23013,BIG SANDY,LEANDER,78641,TRAVIS,3044880.75022461,10179215.9985371,30.57048406,-97.95535056,"(30.57048406, -97.95535056)",,340E,WY48
16-00026898,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2016-02-05 12:34:00 UTC,2016-02-05 12:34:00 UTC,2016-02-05 12:34:00 UTC,,"23013 BIG SANDY DR, LEANDER, TX 78641",23013,BIG SANDY,LEANDER,78641,TRAVIS,3044880.75,10179216.0,30.57048406,-97.95535056,"(30.57048406, -97.95535056)",,340E,WY48
17-00191202,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2017-07-06 12:49:46 UTC,2017-07-06 10:02:08 UTC,2017-07-06 12:49:46 UTC,2017-07-06 12:49:46 UTC,"14125 PECAN HOLW, LEANDER, TX 78641",14125,PECAN,LEANDER,78641,TRAVIS,3046682.78032604,10178926.1773161,30.5695813,-97.94964545,"(30.5695813, -97.94964545)",,340E,WY48
18-00078755,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2018-03-20 12:02:17 UTC,2018-03-19 18:49:41 UTC,2018-03-20 11:02:19 UTC,2018-03-20 12:02:17 UTC,"22718 BIG SANDY DR, LEANDER, TX 78641",22718,BIG SANDY,LEANDER,78641,TRAVIS,3046608.75128632,10179244.9990718,30.5704621,-97.94985893,"(30.5704621, -97.94985893)",,340E,WY48
19-00028973,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2019-01-27 15:59:05 UTC,2019-01-26 08:08:43 UTC,2019-01-27 15:59:05 UTC,2019-01-27 15:59:05 UTC,"22800 BIG SANDY DR, LEANDER, TX 78641",22800,BIG SANDY,LEANDER,78641,TRAVIS,3046553.25021552,10179359.9990395,30.5707815,-97.95002742,"(30.5707815, -97.95002742)",,340E,WY48
18-00217945,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2018-09-18 13:13:00 UTC,2018-07-08 17:41:00 UTC,2018-09-18 13:13:00 UTC,2018-09-18 13:13:00 UTC,"23013 BIG SANDY DR, LEANDER, TX 78641",23013,BIG SANDY,LEANDER,78641,TRAVIS,3044880.75,10179216.0,30.57048406,-97.95535056,"(30.57048406, -97.95535056)",,340E,WY48
17-00041531,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,,,,,"22692 NAMELESS RD, LEANDER, TX 78641",22692,NAMELESS,LEANDER,78641,TRAVIS,3048159.252,10178625.0,30.5686663,-97.94497547,"(30.5686663, -97.94497547)",,340F,WY48
